date,open,high,low,close,adj_close,volume
2022-12-07,108.3700,109.6800,108.2000,109.4700,95.6283,30546700
2022-12-08,108.7000,109.4500,108.4700,109.1700,95.3663,13377300
2022-12-09,107.9400,108.1700,106.2700,106.3300,92.8854,25872200
2022-12-12,107.8600,108.1100,106.2600,106.6700,93.1824,16897100
2022-12-13,109.0400,109.0800,107.4600,107.7000,94.0821,23854700
2022-12-14,107.6600,108.3200,106.8900,108.1600,94.4840,19517500
2022-12-15,108.3900,109.1200,108.1600,108.3200,94.8526,20246200
2022-12-16,106.6000,107.8300,106.3100,107.1100,93.7931,20838300
2022-12-19,105.8300,105.8400,104.9800,105.3100,92.2168,26126800
2022-12-20,103.3800,103.8100,103.1000,103.4400,90.5794,28869000
2022-12-21,104.2900,104.4000,102.9600,103.7000,90.8070,15894100
2022-12-22,103.6700,104.1200,103.3800,103.6800,90.7895,11322500
2022-12-23,102.5800,102.8100,102.0200,102.1600,89.4585,15408900
2022-12-27,100.4900,101.0700,100.0100,100.1400,87.6896,26475700
2022-12-28,100.6500,100.7800,99.3500,99.5500,87.1730,17302900
2022-12-29,99.8600,100.9900,99.7900,100.6800,88.1625,16593000
2022-12-30,99.8700,100.5500,99.3700,99.5600,87.1818,20810200
2023-01-03,102.2000,102.3400,100.8400,101.4600,88.8456,25313200
2023-01-04,103.2200,103.4800,102.2100,102.8500,90.0627,21678200
2023-01-05,101.8700,103.2900,101.7800,103.2800,90.4393,14771100
2023-01-06,102.7000,105.3000,102.6400,105.1800,92.1031,27473700
2023-01-09,104.4100,105.9300,104.2700,105.7400,92.5934,21472200
2023-01-10,104.5300,104.8200,103.5000,103.9900,91.0610,20545200
2023-01-11,104.9700,105.7200,104.7000,105.6800,92.5408,18794000
2023-01-12,105.8200,107.8100,104.5600,107.7600,94.3623,32029600
2023-01-13,107.1000,107.8000,106.3800,106.7500,93.4778,17750800
2023-01-17,105.6700,106.6600,105.6500,106.0600,92.8736,13911700
2023-01-18,108.4600,108.7700,107.1200,108.6300,95.1241,35497200
2023-01-19,108.1000,108.3700,107.4400,107.9500,94.5287,17194700
2023-01-20,106.9600,107.2400,106.1100,106.2000,92.9962,22754100
